LOCAL,SEXO,IDADE,RMSE,MAE,sMAPE
Pará,Homens,20-24,0.0002912434999955,0.0002327119947232,6.28622986852331
Pará,Homens,25-29,0.0002414904621252,0.0001932238926583,5.4787450382586
Pará,Homens,30-34,0.0002450007213198,0.0002016445585607,5.87655631036531
Pará,Homens,35-39,0.0001767650192196,0.0001268356575502,3.62662625141088
Pará,Homens,40-44,0.0007356965946836,0.0007203618467185,16.9547126002416
Pará,Homens,45-49,0.0008158962597355,0.0007724326965178,14.8448393650465
Pará,Homens,50-54,0.000686733955305,0.000684038906069,9.52031470023963
Pará,Homens,55-59,0.0004471384389538,0.0004340971806079,4.30966732911618
Pará,Homens,60-64,0.001076849783594,0.0010687688491728,7.09806073448569
Pará,Homens,65-69,0.000797142997036,0.000695875572469,3.08634593895047
Pará,Homens,70-74,0.0012187283495239,0.001172581306489,3.66514491928694
Pará,Homens,75-79,0.0024342389514055,0.0024157394493453,4.7397360186087
Pará,Homens,80-84,0.0026411854585015,0.0022393283061864,2.74737901864254
Pará,Homens,85-89,0.0076959850699584,0.0075826793694649,5.8829908347361
Pará,Homens,90+,0.0239056082608576,0.0237001016735303,11.4800854415557
Pará,Ambos,0,0.0030090228944408,0.0029655921690191,17.2814915956531
Pará,Ambos,1-4,9.28476300319245e-05,8.64589797561669e-05,11.1251175486176
Pará,Ambos,5-9,3.38976149705458e-05,3.14946066316501e-05,9.72447914771349
Pará,Ambos,10-14,5.30689572425091e-05,5.09875269881991e-05,13.1315092583644
Pará,Ambos,15-19,0.000145471047875,9.93620509006914e-05,6.70321918265337
Pará,Ambos,20-24,0.0001497724176145,0.0001039334145408,4.7544509387096
Pará,Ambos,25-29,0.0001182701617125,8.31102531230694e-05,3.83830160883775
Pará,Ambos,30-34,0.0001918009994463,0.0001635215074025,7.30571904143832
Pará,Ambos,35-39,5.23496314773982e-05,3.93980793943018e-05,1.61276402547097
Pará,Ambos,40-44,0.0003429256443782,0.0003400932779398,11.1456439122133
Pará,Ambos,45-49,0.000455030813129,0.0004372200112896,11.1689438449239
Pará,Ambos,50-54,0.0004437564655698,0.0004392367534478,7.85047534174064
Pará,Ambos,55-59,0.0004060314232941,0.0004015640441499,4.9873997470393
Pará,Ambos,60-64,0.0008272454413266,0.0008246863467688,6.71569208884791
Pará,Ambos,65-69,0.0008784939779254,0.0007986957711857,4.34591066335132
Pará,Ambos,70-74,0.0010617829005028,0.0010422799211832,4.01783011070134
Pará,Ambos,75-79,0.0019850957219191,0.0019690603264189,4.57494577818232
Pará,Ambos,80-84,0.0024043318232443,0.0023058355476955,3.25353072948706
Pará,Ambos,85-89,0.0057280850483026,0.005592872643529,4.80804200959581
Pará,Ambos,90+,0.0186038850090538,0.0184575897058524,9.73762054161728
Amapá,Mulheres,0,0.0044122625024667,0.0041292870763001,20.9017037512597
Amapá,Mulheres,1-4,0.0001571825429844,0.00012296499004,13.9765755552205
Amapá,Mulheres,5-9,5.52443582296558e-05,5.23084358000329e-05,16.4887415719807
Amapá,Mulheres,10-14,4.97897778478316e-05,4.51240795781112e-05,13.0747812263626
Amapá,Mulheres,15-19,8.87455321787884e-05,7.85362540991417e-05,12.8461494230719
Amapá,Mulheres,20-24,0.0001074993797359,9.54637043684908e-05,14.5595376999304
Amapá,Mulheres,25-29,0.000186738914634,0.0001732912304764,22.6749962288718
Amapá,Mulheres,30-34,8.25459135256761e-05,7.26710712389034e-05,7.53335538272684
Amapá,Mulheres,35-39,7.83234808158455e-05,6.90671948756938e-05,5.31050493068665
Amapá,Mulheres,40-44,0.0001459775231515,0.0001155745193648,5.74337758451906
Amapá,Mulheres,45-49,0.0004352691300566,0.0004098050971615,14.9123406476717
Amapá,Mulheres,50-54,0.0002310609981786,0.0002262514172926,5.19252452371582
Amapá,Mulheres,55-59,0.0002690180544684,0.0002291667420954,3.43408887018491
Amapá,Mulheres,60-64,0.0007175109373757,0.000592997962529,6.42777402605411
Amapá,Mulheres,65-69,0.0007514225581453,0.0006350597623765,4.04602704086099
Amapá,Mulheres,70-74,0.0010517966418131,0.0008629985720933,4.12753875182644
Amapá,Mulheres,75-79,0.0017668863691442,0.0015417817889418,4.18968431547586
Amapá,Mulheres,80-84,0.0025068445855934,0.0020186217124624,3.17492098073408
Amapá,Mulheres,85-89,0.0061576138088135,0.0057135447702273,5.25624589358628
Amapá,Mulheres,90+,0.0349148569661783,0.0328231857883272,16.3067123355271
Amapá,Homens,0,0.0041429392615472,0.0038962733740652,17.4701454235307
Amapá,Homens,1-4,0.0001149047573809,0.0001060878529213,10.9966781469196
Amapá,Homens,5-9,7.20149435121677e-05,5.99322279466107e-05,13.2703071981447
Amapá,Homens,10-14,1.92141705075729e-05,1.67158208231292e-05,3.47414419199426
Amapá,Homens,15-19,0.0007107463314395,0.0006486832663259,22.3793972996554
Amapá,Homens,20-24,0.0008522315615109,0.000760555096232,20.3409689946698
Amapá,Homens,25-29,0.0002227308742688,0.0001879906522323,5.72961898143128
Amapá,Homens,30-34,0.0003428656853939,0.0003095575803311,10.1578775576759
Amapá,Homens,35-39,0.0006649858804186,0.000604715615172,19.0056285712814
Amapá,Homens,40-44,0.0008636791822951,0.0008456932435589,21.7327321566326
