idade,Sexo,Ano,regiao,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex,faixa_etaria
80,Mulheres,2038,Distrito Federal,0.0460497808447111,2.65931820530013,0.207845660362443,72417.6808267378,15051.7006933499,326857.162341493,0.726776428200424,825321.974682625,11.3966915987995,80-84
85,Mulheres,2038,Distrito Federal,0.0849592918511465,2.55835926973803,0.351815771834677,57365.9801333879,20182.2565776806,237552.080978277,0.523432597252813,498464.812341131,8.68920588791643,85-89
90,Mulheres,2038,Distrito Federal,0.142514025135843,7.01685324687735,1.0,37183.7235557073,37183.7235557073,260912.731362854,0.0,260912.731362854,7.01685324687735,90+
0,Homens,2038,Distrito Federal,0.00916966441478463,0.068639546594929,0.00909201620693259,100000.0,909.20162069326,99153.2055663145,0.990288894555919,7848294.81172371,78.4829481172371,0
1,Homens,2038,Distrito Federal,0.000395590102840578,1.62559021620325,0.00158087550604892,99090.7983793067,156.650216032664,395991.241711645,0.998629551146459,7749141.60615739,78.2024338576291,1-4
5,Homens,2038,Distrito Federal,0.000156337623156743,2.34988246843053,0.000781364386301372,98934.1481632741,77.3036199638591,494465.87713785,0.999176099679891,7353150.36444575,74.3236839954453,5-9
10,Homens,2038,Distrito Federal,0.000199802193533665,2.7132297013804,0.000998554726294597,98856.8445433102,98.7139693452918,494058.486543393,0.998511398631835,6858684.4873079,69.3799657372539,10-14
15,Homens,2038,Distrito Federal,0.000435946054811665,2.8256411274632,0.00217766605749437,98758.1305739649,215.062228852519,493323.030404372,0.996569995078726,6364626.00076451,64.4466026622255,15-19
20,Homens,2038,Distrito Federal,0.00095792043105989,2.69736247491136,0.00477906077291721,98543.0683451124,470.943312371033,491630.929982307,0.994665664052411,5871302.97036013,59.581085397077,20-24
25,Homens,2038,Distrito Federal,0.0011350563679599,2.56379678053109,0.00565963166796661,98072.1250327414,555.052104580071,489008.405439556,0.993903312166287,5379672.04037783,54.8542415959869,25-29
30,Homens,2038,Distrito Federal,0.00131598383371865,2.56366227706738,0.00655889017914686,97517.0729281613,639.603771927665,486027.073843529,0.992917876854328,4890663.63493827,50.1518707246383,30-34
35,Homens,2038,Distrito Federal,0.0015611474275334,2.60763427353979,0.00777669246978385,96877.4691562336,753.386284879001,482584.970254439,0.990645149882852,4404636.56109474,45.466057272733,35-39
40,Homens,2038,Distrito Federal,0.00224081700935425,2.61968697764459,0.0111446412476554,96124.0828713546,1071.26841886116,478070.46018892,0.987432414887237,3922051.5908403,40.8019663094137,40-44
45,Homens,2038,Distrito Federal,0.00283580754274984,2.60823447727461,0.0140835150517316,95052.8144524935,1338.67774305113,472062.268990598,0.983679655480781,3443981.13065138,36.2322899168089,45-49
50,Homens,2038,Distrito Federal,0.00387569151369554,2.65926910151284,0.0192042376676857,93714.1367094423,1799.70855419012,464358.050126147,0.975394056012301,2971918.86166079,31.7125992514355,50-54
55,Homens,2038,Distrito Federal,0.00633174168834653,2.6846553119072,0.0312012923635543,91914.4281552522,2867.84894530094,452932.081954506,0.960401645636332,2507560.81153464,27.281471058049,55-59
60,Homens,2038,Distrito Federal,0.0100180354751425,2.65107400044637,0.0489385732707985,89046.5792099513,4357.81254118016,434996.716870598,0.941294063686194,2054628.72958013,23.0736401983033,60-64
65,Homens,2038,Distrito Federal,0.0144531286030054,2.63702875560828,0.0698791088205259,84688.7666687711,5917.9755419232,409459.827313278,0.913918270360384,1619632.01270953,19.1245200091782,65-69
70,Homens,2038,Distrito Federal,0.0223462010008056,2.6512094105377,0.106159081427451,78770.7911268479,8362.23482933982,374212.817160212,0.864794631621796,1210172.18539626,15.3632097390956,70-74
75,Homens,2038,Distrito Federal,0.0373442176387252,2.6479106880205,0.171644372567709,70408.5562975081,12085.232469084,323617.23536422,0.776914009552123,835959.368236044,11.8729798222781,75-79
80,Homens,2038,Distrito Federal,0.0660274000339893,2.57879884968724,0.284633836330278,58323.3238284241,16600.7914088175,251422.763886989,0.659961641479314,512342.132871824,8.78451534036425,80-84
85,Homens,2038,Distrito Federal,0.10549742688145,2.56166905879424,0.419560405724589,41722.5324196066,17505.1226298275,165929.379960124,0.36405878718123,260919.368984834,6.25368005855322,85-89
90,Homens,2038,Distrito Federal,0.254946969027223,3.92238434453881,1.0,24217.4097897791,24217.4097897791,94989.9890247106,0.0,94989.9890247106,3.92238434453881,90+
0,Ambos,2038,Distrito Federal,0.00875423475065164,0.0716535794617341,0.00868366294755487,100000.0,868.366294755484,99193.8552585477,0.990750906806658,8157907.23994713,81.5790723994713,0
1,Ambos,2038,Distrito Federal,0.000358259445876606,1.56976973646232,0.0014317911902863,99131.6337052445,141.935799817846,396181.598144781,0.998738155737903,8058713.38468858,81.2930553394304,1-4
5,Ambos,2038,Distrito Federal,0.000151786978060471,2.3617629706632,0.000758631096459983,98989.6979054267,75.0966630602488,494750.366729868,0.999192576261663,7662531.7865438,77.4073661065667,5-9
10,Ambos,2038,Distrito Federal,0.000191012439766649,2.64778853412505,0.000954633280524258,98914.6012423664,94.4271702757542,494350.893539219,0.998798233886991,7167781.41981393,72.4643412578797,10-14
15,Ambos,2038,Distrito Federal,0.0003091334825405,2.74581840276491,0.0015445910752124,98820.1740720907,152.636758922687,493756.799387428,0.997714286541646,6673430.52627472,67.5310541489874,15-19
20,Ambos,2038,Distrito Federal,0.000623505897446888,2.69018881804909,0.00311304613766504,98667.537313168,307.156595945678,492628.212825915,0.996456256240841,6179673.72688729,62.6312756471582,20-24
25,Ambos,2038,Distrito Federal,0.000775039930740417,2.58330811154351,0.00386795484773658,98360.3807172223,380.45351142039,490882.464671127,0.995732361833466,5687045.51406137,57.8184577224354,25-29
30,Ambos,2038,Distrito Federal,0.000937285150150255,2.57258410094601,0.00467578748847995,97979.9272058019,458.133317751082,488787.555929614,0.994955300128163,5196163.04939025,53.0329343731392,30-34
35,Ambos,2038,Distrito Federal,0.00110842025576903,2.61209042201576,0.00552747112766418,97521.7938880508,539.048900034206,486321.769408861,0.993287708528483,4707375.49346063,48.2699846442982,35-39
40,Ambos,2038,Distrito Federal,0.00162312046211181,2.63246686614098,0.00808453512789594,96982.7449880166,784.060408655394,483057.435943644,0.990719023752565,4221053.72405177,43.5237600727153,40-44
45,Ambos,2038,Distrito Federal,0.00212762848201889,2.62407697337851,0.0105846362113714,96198.6845793612,1018.228080285,478574.191354504,0.987472730881821,3737996.28810813,38.8570415952453,45-49
50,Ambos,2038,Distrito Federal,0.00300776195211257,2.66194802499316,0.0149337908071323,95180.4564990762,1421.40502628457,472578.963666392,0.981106379494337,3259422.09675362,34.2446571138819,50-54
55,Ambos,2038,Distrito Federal,0.00477042839055561,2.6738414620453,0.0235903650333757,93759.0514727917,2211.81024942623,463650.23606792,0.970750147117213,2786843.13308723,29.7234569816009,55-59
60,Ambos,2038,Distrito Federal,0.00726697103949338,2.66182059662892,0.0357277871449563,91547.2412233654,3270.78034813637,450088.534873864,0.955653315716299,2323192.89701931,25.3769842321187,60-64
65,Ambos,2038,Distrito Federal,0.0111545187450592,2.65444124711276,0.0543505878229249,88276.4608752291,4797.87753949613,430128.600718099,0.933306436045189,1873104.36214545,21.2186164190804,65-69
70,Ambos,2038,Distrito Federal,0.0170508957671189,2.66964789884567,0.0819963859929339,83478.5833357329,6844.94214134006,401441.791377313,0.892528722318976,1442975.76142735,17.2855803700454,70-74
75,Ambos,2038,Distrito Federal,0.029864293114815,2.67578332891171,0.139629621629814,76633.6411943929,10700.326324088,358298.329143434,0.816380251465855,1041533.97005003,13.5910802855893,75-79
80,Ambos,2038,Distrito Federal,0.0534424647473851,2.62294609778608,0.237093060009843,65933.3148703049,15632.3313791931,292507.680045912,0.701678553257931,683235.6409066,10.3625252613276,80-84
85,Ambos,2038,Distrito Federal,0.0919485768410296,2.54884066049244,0.375183742400861,50300.9834911118,18872.1112326393,205246.36575145,0.474707760101587,390727.960860687,7.76779962820665,85-89
90,Ambos,2038,Distrito Federal,0.169444694714658,5.90163062752707,1.0,31428.8722584726,31428.8722584726,185481.595109238,0.0,185481.595109238,5.90163062752707,90+
0,Mulheres,2039,Distrito Federal,0.00820569224455728,0.0744315210393927,0.0081438403464649,100000.0,814.384034646486,99246.2318077625,0.991353360361823,8437427.40307629,84.3742740307629,0
1,Mulheres,2039,Distrito Federal,0.000316183746289822,1.51074373902106,0.00126374034269002,99185.6159653535,125.344864309984,396430.448373149,0.998862221511065,8338181.17126853,84.0664353405955,1-4
5,Mulheres,2039,Distrito Federal,0.000145112075132247,2.37433674895612,0.0007252840312448,99060.2711010435,71.8468327603769,495112.709916735,0.999216522026247,7941750.72289538,80.1708963101325,5-9
10,Mulheres,2039,Distrito Federal,0.000178515897726941,2.53928243558476,0.000892187570972135,98988.4242682832,88.3162418022548,494724.80001399,0.999123705564976,7446638.01297864,75.227361866034,10-14
15,Mulheres,2039,Distrito Federal,0.000175536539864965,2.58817655546473,0.000877311278065439,98900.1080264809,86.7661801735376,494291.275424869,0.998910436192769,6951913.21296465,70.2922711783414,15-19
20,Mulheres,2039,Distrito Federal,0.000273056980115799,2.6710460067662,0.0013644172169905,98813.3418463074,134.822624883469,493752.713540936,0.998329826046765,6457621.93753978,65.3517209000366,20-24
25,Mulheres,2039,Distrito Federal,0.000400053635901328,2.64431545042691,0.0019983849012378,98678.5192214239,197.197662888604,492928.060619441,0.997629822130903,5963869.22399885,60.4373603399598,25-29
30,Mulheres,2039,Distrito Federal,0.000548065710914567,2.59987236930445,0.00273672858610315,98481.3215585353,269.516647906465,491759.733439104,0.997037825731598,5470941.16337941,55.5530843493768,30-34
35,Mulheres,2039,Distrito Federal,0.000649671374690163,2.62673771607812,0.00324335613537672,98211.8049106288,318.535860023316,490303.055410474,0.995937298847317,4979181.4299403,50.6984006094917,35-39
40,Mulheres,2039,Distrito Federal,0.00101356889522419,2.66587512252178,0.00505588328577922,97893.2690506055,494.936942783243,488311.100622094,0.993914259653281,4488878.37452983,45.8548214608026,40-44
45,Mulheres,2039,Distrito Federal,0.00145506075492984,2.66029659489612,0.00725061968810511,97398.3321078223,706.198264369581,485339.366055287,0.99101004351894,4000567.27390773,41.0742893366902,45-49
50,Mulheres,2039,Distrito Federal,0.00221987730242262,2.67306916812429,0.0110423472569995,96692.1338434527,1067.70811891968,480976.186275905,0.986188134017744,3515227.90785245,36.3548488188677,50-54
55,Mulheres,2039,Distrito Federal,0.0034143202870259,2.66035015522554,0.0169363088829645,95624.425724533,1619.5248108268,474333.007650406,0.979638677785278,3034251.72157654,31.7309275175923,55-59
60,Mulheres,2039,Distrito Federal,0.00495935589849823,2.67864143816469,0.0245145570450694,94004.9009137062,2304.48850596514,464674.960444558,0.967767584140131,2559918.71392614,27.2317580152131,60-64
65,Mulheres,2039,Distrito Federal,0.00845747696383824,2.68498767853515,0.04147533250779,91700.4124077411,3803.30509571254,449697.363879841,0.948632131754508,2095243.75348158,22.8487931348137,65-69
70,Mulheres,2039,Distrito Federal,0.0131154575433652,2.69649288930611,0.0636541958156194,87897.1073120285,5595.01968046637,426597.368941716,0.912841737417959,1645546.38960174,18.7212803688768,70-74
75,Mulheres,2039,Distrito Federal,0.0247635135496656,2.70881937721706,0.117169634253479,82302.0876315622,9643.30550608796,389415.883442686,0.842660935322324,1218949.02066002,14.8106695193059,75-79
80,Mulheres,2039,Distrito Federal,0.0457759867052118,2.66008110152939,0.206736006473833,72658.7821254742,15021.1864518729,328145.552571183,0.728323683101572,829533.137217335,11.4168323904028,80-84
85,Mulheres,2039,Distrito Federal,0.0843960412946221,2.56118031527247,0.349950948247029,57637.5956736013,20170.3312606556,238996.177442045,0.523330483720069,501387.584646152,8.69896772734039,85-89
90,Mulheres,2039,Distrito Federal,0.142791506826292,7.0032176438653,1.0,37467.2644129457,37467.2644129457,262391.407204108,0.0,262391.407204108,7.0032176438653,90+
0,Homens,2039,Distrito Federal,0.0090372905604527,0.0682652576782084,0.00896182875763843,100000.0,896.182875763843,99164.995279177,0.990429477835446,7862534.34891287,78.6253434891287,0
1,Homens,2039,Distrito Federal,0.000388761556498808,1.62598275825902,0.00155361235576688,99103.8171242362,153.968914787867,396049.743638546,0.998651668852063,7763369.35363369,78.3357248883921,1-4
5,Homens,2039,Distrito Federal,0.000154292623711611,2.34990239251486,0.000771147803537106,98949.8482094483,76.3049581070518,494547.025460323,0.999188548821451,7367319.60999514,74.4550875348556,5-9
10,Homens,2039,Distrito Federal,0.000196367299029853,2.71223052914977,0.000981395609931559,98873.5432513412,97.0340612852597,494145.724693665,0.998537479949666,6872772.58453482,69.5107342018067,10-14
15,Homens,2039,Distrito Federal,0.000428170365359098,2.82495760866787,0.00213885993072103,98776.509190056,211.269117603108,493423.026663514,0.996636485354345,6378626.85984116,64.5763543593957,15-19
20,Homens,2039,Distrito Federal,0.00093829566331513,2.69665266868439,0.00468136086205172,98565.2400724529,461.419457233904,491763.391086828,0.99477755083863,5885203.83317764,59.7087150485463,20-24
25,Homens,2039,Distrito Federal,0.00111080130760226,2.56362791017198,0.00553901615842699,98103.820615219,543.398647591122,489195.181777454,0.994034012068518,5393440.44209082,54.9768643898679,25-29
30,Homens,2039,Distrito Federal,0.00128766668383828,2.56379335412212,0.00641819938566557,97560.4219676278,626.162240337901,486276.64922683,0.993068167145036,4904245.26031336,50.2687991851929,30-34
35,Homens,2039,Distrito Federal,0.00152831591533194,2.6079138050011,0.00761374476581315,96934.2597272899,738.032712626635,482905.860773118,0.990839200800039,4417968.61108653,45.5769572441759,35-39
40,Homens,2039,Distrito Federal,0.0021948226182052,2.62034107514185,0.010917093882261,96196.2270146633,1050.18324143837,478482.057150091,0.987675834123651,3935062.75031341,40.9066225613359,40-44
45,Homens,2039,Distrito Federal,0.00278361879804941,2.60922747843048,0.0138260814275699,95146.0437732249,1315.49694871974,472585.164908917,0.983959559740321,3456580.69316332,36.3292109275913,45-49
50,Homens,2039,Distrito Federal,0.00381228716940482,2.66008359731329,0.0188929029666551,93830.5468245052,1772.73141646356,465004.690803585,0.975774726452271,2983995.52825441,31.8019624657574,50-54
55,Homens,2039,Distrito Federal,0.0062356071113965,2.68523949700702,0.0307344169178104,92057.8154080416,2829.34327929358,453739.824967891,0.960981457533379,2518990.83745082,27.3631394171752,55-59
60,Homens,2039,Distrito Federal,0.00987232089992144,2.65213782079223,0.0482433785202965,89228.4721287481,4304.68295569492,436035.558338584,0.942037602120815,2065251.01248293,23.1456502976199,60-64
65,Homens,2039,Distrito Federal,0.0142857236825164,2.63855127584524,0.06909761025669,84923.7891730531,5868.03088580094,410761.89181669,0.914750342677803,1629215.45414435,19.1844413680649,65-69
70,Homens,2039,Distrito Federal,0.0221455889809407,2.65244436285975,0.10525590089229,79055.7582872522,8321.08505924781,375744.5812983,0.865828555662891,1218453.56232766,15.4125845950444,70-74
75,Homens,2039,Distrito Federal,0.0370567131234354,2.64899283214224,0.170435153127443,70734.6732280044,12055.6748630345,325330.388123665,0.778321117258204,842708.981029355,11.9136618941179,75-79
80,Homens,2039,Distrito Federal,0.0655865771963458,2.5803689973737,0.283019083259847,58678.9983649698,16607.2763238598,253211.511162456,0.661460801656934,517378.59290569,8.81709993902272,80-84
85,Homens,2039,Distrito Federal,0.105013245057006,2.56267781151811,0.418062630112571,42071.72204111,17588.6147698715,167489.489162282,0.36597138425794,264167.081743234,6.27897002849337,85-89
90,Homens,2039,Distrito Federal,0.253244900060352,3.94874684450382,1.0,24483.1072712385,24483.1072712385,96677.5925809517,0.0,96677.5925809517,3.94874684450382,90+
0,Ambos,2039,Distrito Federal,0.00863128192321834,0.071298272346534,0.00856264473544469,100000.0,856.264473544463,99204.785704091,0.990879213630065,8169636.02772316,81.6963602772316,0
1,Ambos,2039,Distrito Federal,0.000353251449979742,1.57005273315749,0.00141179394085422,99143.7355264555,139.970525089913,396234.821110941,0.998755837345497,8070431.24201907,81.4013230302943,1-4
5,Ambos,2039,Distrito Federal,0.000149806509088251,2.36096556541764,0.000748736536542622,99003.7650013656,74.1277361117973,494823.199358671,0.999205128695395,7674196.42090813,77.5141876756129,5-9
10,Ambos,2039,Distrito Federal,0.000187655205633381,2.64709826943571,0.00093786192999546,98929.6372652538,92.7823405393428,494429.878596648,0.998818530282423,7179373.22154946,72.570499801792,10-14
15,Ambos,2039,Distrito Federal,0.000304080590725639,2.74553881220822,0.00151936137383821,98836.8549247145,150.168899684257,493845.724667621,0.997755016725046,6684943.34295281,67.6361398594161,15-19
20,Ambos,2039,Distrito Federal,0.000611694742240601,2.68954851464499,0.00305415729810224,98686.6860250302,301.404662348868,492737.049275334,0.996524553802103,6191097.61828519,62.7348821574059,20-24
25,Ambos,2039,Distrito Federal,0.000759942357540606,2.58317632780746,0.0037927458536259,98385.2813626814,373.150367946117,491024.568170867,0.995816009699076,5698360.56900985,57.9188318627029,25-29
30,Ambos,2039,Distrito Federal,0.00091880982857042,2.57266792875915,0.00458382603474868,98012.1309947352,449.270557774886,488970.126140125,0.995053606196477,5207336.00083899,53.129504970346,30-34
35,Ambos,2039,Distrito Federal,0.00108706506353983,2.6124342720577,0.00542125478004325,97562.8604369604,528.913123498554,486551.487338078,0.993413686495597,4718365.87469886,48.3623158809248,35-39
40,Ambos,2039,Distrito Federal,0.00159341425701883,2.63321672222787,0.00793713822384235,97033.9473134618,770.171852231986,483346.906706436,0.990877200017188,4231814.38736078,43.6116895635523,40-44
45,Ambos,2039,Distrito Federal,0.0020935388666008,2.62490354918812,0.010415902748854,96263.7754612298,1002.6741234417,478937.429554242,0.987662429561922,3748467.48065435,38.9395435894164,45-49
50,Ambos,2039,Distrito Federal,0.0029634421174617,2.66227798733118,0.014715267571189,95261.1013377881,1401.79259531169,473028.505281684,0.981383232167824,3269530.05110011,34.321774629779,50-54
55,Ambos,2039,Distrito Federal,0.00469935202428654,2.67398645279203,0.0232426998298503,93859.3087424764,2181.54373933864,464222.243420854,0.971181860095163,2796501.54581842,29.7946105003952,55-59
60,Ambos,2039,Distrito Federal,0.00715978508086509,2.66272450002782,0.0352097123373215,91677.7650031378,3227.94773348904,450844.221863014,0.956227741072244,2332279.30239757,25.4399668482073,60-64
65,Ambos,2039,Distrito Federal,0.0110242796681985,2.65619661809418,0.053733004982542,88449.8172696487,4752.67447205496,431109.751847544,0.933913884398123,1881435.08053456,21.2712150077009,65-69
70,Ambos,2039,Distrito Federal,0.0169194953387311,2.67086625690775,0.081390075519981,83697.1427975938,6812.1167731028,402619.382949851,0.89327368421383,1450325.32868701,17.3282537516765,70-74
75,Ambos,2039,Distrito Federal,0.0296497314932286,2.67657724174396,0.138694173814757,76885.026024491,10663.5051631929,359649.299543512,0.817465278207522,1047705.94573716,13.6269180087606,75-79
80,Ambos,2039,Distrito Federal,0.0531189959114647,2.62395319896485,0.235830102832839,66221.5208612981,15617.0280744669,294000.814708478,0.703160071823592,688056.646193649,10.3902271836189,80-84
85,Ambos,2039,Distrito Federal,0.0914340898920355,2.55092069482746,0.373526833218215,50604.4927868312,18902.1359372791,206729.633986608,0.47537983841666,394055.831485171,7.78697324652795,85-89
90,Ambos,2039,Distrito Federal,0.169236109379711,5.90890445109634,1.0,31702.3568495521,31702.3568495521,187326.197498563,0.0,187326.197498563,5.90890445109634,90+
0,Mulheres,2040,Distrito Federal,0.00809457951556015,0.0741030919908962,0.00803436399696563,100000.0,803.436399696569,99256.100721739,0.991466691889245,8446470.61707837,84.4647061707837,0
1,Mulheres,2040,Distrito Federal,0.000313122733533724,1.51092196499335,0.0012515155193111,99196.5636003034,124.146038808118,396477.245222883,0.998875173701847,8347214.51635663,84.1482226137428,1-4
5,Mulheres,2040,Distrito Federal,0.000143231507431202,2.37248670208954,0.000715888117895656,99072.4175614953,70.9247665434668,495175.732040232,0.999229163011838,7950737.27113375,80.2517740742386,5-9
10,Mulheres,2040,Distrito Federal,0.000175299386892649,2.53932598839689,0.000876119016455419,99001.4927949518,86.7370904951385,494794.032270336,0.999137419188553,7455561.53909352,75.3075668720995,10-14
15,Mulheres,2040,Distrito Federal,0.00017329233957074,2.58905149000602,0.000866099842285477,98914.7557044567,85.6700543153274,494367.232432481,0.998924739644995,6960767.50682318,70.371376416487,15-19
20,Mulheres,2040,Distrito Federal,0.000269259438410307,2.67038047208772,0.0013454532268534,98829.0856501414,132.969912194952,493835.658946633,0.99835489831631,6466400.2743907,65.4301335669744,20-24
25,Mulheres,2040,Distrito Federal,0.000393664432746813,2.64367196838514,0.00196649803516581,98696.1157379464,194.085717677182,493023.249072633,0.997669276848985,5972564.61544407,60.5146876428466,25-29
30,Mulheres,2040,Distrito Federal,0.000538742361133503,2.59993406200417,0.00269023328778047,98502.0300202692,264.993440074482,491874.148372031,0.997086282832136,5479541.36637143,55.6287151162659,30-34
35,Mulheres,2040,Distrito Federal,0.000639425280758438,2.62686274585277,0.00319228229432198,98237.0365801948,313.600352521622,490440.966221491,0.996003008775585,4987667.2179994,50.7717597316545,35-39
40,Mulheres,2040,Distrito Federal,0.000996822674781084,2.66597583794364,0.00497254421172666,97923.4362276731,486.928616006291,488480.67798341,0.994011198582266,4497226.25177791,45.9259440336817,40-44
45,Mulheres,2040,Distrito Federal,0.00143256528679376,2.66058346245877,0.00713890135609718,97436.5076116668,695.589616322308,485555.264206568,0.991147845413146,4008745.5737945,41.1421311380674,45-49
50,Mulheres,2040,Distrito Federal,0.00218571692975833,2.67320528172251,0.0108732862182367,96740.9179953445,1051.89169037834,481257.05394735,0.986398258918097,3523190.30958793,36.4188223824533,50-54
55,Mulheres,2040,Distrito Federal,0.00336258245162637,2.66076801055624,0.0166816963626742,95689.0263049662,1596.25528205938,474711.120105719,0.979932407830697,3041933.25564058,31.7897816824447,55-59
60,Mulheres,2040,Distrito Federal,0.00489031228896611,2.67943800105397,0.0241771920721885,94092.7710229068,2274.89899762528,465184.810949204,0.968180708018535,2567222.13553486,27.2839465521732,60-64
65,Mulheres,2040,Distrito Federal,0.00835545645830391,2.68640940400116,0.040984996991288,91817.8720252815,3763.15520870262,450382.959624269,0.949128478494019,2102037.32458566,22.8935530547569,65-69
70,Mulheres,2040,Distrito Federal,0.0130081471890201,2.69768208458411,0.063149479121158,88054.7168165789,5560.60950112804,427471.293207816,0.913485910293777,1651654.36496139,18.7571367517068,70-74
75,Mulheres,2040,Distrito Federal,0.0245784556198157,2.70968835273054,0.116343057127732,82494.1073154509,9597.61664010277,390489.0034004,0.843600253555636,1224183.07175357,14.8396426313506,75-79
80,Mulheres,2040,Distrito Federal,0.0455069252337712,2.66083350724862,0.205644160122697,72896.4906753481,14990.737600824,329416.622279265,0.729846921502237,833694.068353174,11.436683174038,80-84
85,Mulheres,2040,Distrito Federal,0.0838425268044827,2.56395909167356,0.348112753635329,57905.7530745241,20157.7311541,240423.707662187,0.523231289572786,504277.44607391,8.70858972207665,85-89
90,Mulheres,2040,Distrito Federal,0.143064192107528,6.989869269652,1.0,37748.0219204241,37748.0219204241,263853.738411723,0.0,263853.738411723,6.989869269652,90+
0,Homens,2040,Distrito Federal,0.00890692563106517,0.0678965644419997,0.00883358763200093,100000.0,883.3587632001,99176.6182619909,0.990567975122256,7876643.313953,78.76643313953,0
1,Homens,2040,Distrito Federal,0.000382036641173519,1.6263694342513,0.00152676207570012,99116.6412367999,151.327528911104,396107.369299137,0.998673436114828,7777466.69569101,78.4678193151223,1-4
5,Homens,2040,Distrito Federal,0.000152278659476697,2.34992256034076,0.000761086160880585,98965.3137078888,75.3211306702869,494626.961710325,0.999200809867261,7381359.32639187,74.5853173181371,5-9
10,Homens,2040,Distrito Federal,0.000192984532986641,2.71121513789574,0.000964496646689401,98889.9925772185,95.3790662318643,494231.660723139,0.998563164781113,6886732.36468155,69.6403365517904,10-14
15,Homens,2040,Distrito Federal,0.000420512680905176,2.82425769093732,0.00210064147044129,98794.6135109866,207.53206219741,493521.531266723,0.996701972926991,6392500.70395841,64.7049517861368,15-19
20,Homens,2040,Distrito Federal,0.000918968723911542,2.69592370045344,0.00458513517329491,98587.0814487892,452.035094783336,491893.883895493,0.994887750549619,5898979.17269169,59.8352145737867,20-24
25,Homens,2040,Distrito Federal,0.00108691434558265,2.56345220350803,0.00542021726488151,98135.0463540059,531.913272537931,489379.199657902,0.994162744969993,5407085.28879619,55.098412745341,25-29
30,Homens,2040,Distrito Federal,0.00125977927915976,2.56392556020063,0.00627962475427745,97603.133081468,612.911050593422,486522.568463119,0.993216198690857,4917706.08913829,50.3847154684425,30-34
35,Homens,2040,Distrito Federal,0.00149598265895415,2.60819814783261,0.00745324488326908,96990.2220308745,722.891876078735,483222.096026251,0.991030342483718,4431183.52067517,45.6869097512181,35-39
40,Homens,2040,Distrito Federal,0.00214952624465296,2.62100764073926,0.0106929506120866,96267.3301547958,1029.38180690267,478887.759320596,0.987915619438617,3947961.42464892,41.0103969674934,40-44
45,Homens,2040,Distrito Federal,0.00273222207735986,2.61023850711276,0.013572490720859,95237.9483478931,1292.61617022543,473100.697390778,0.98423529539036,3469073.66532833,36.4253296664498,45-49
50,Homens,2040,Distrito Federal,0.00374984505870223,2.66090890878034,0.0185862014610912,93945.3321776677,1746.08687018325,465642.404645797,0.976149764650888,2995972.96793755,31.890599548593,50-54
55,Homens,2040,Distrito Federal,0.00614093148682514,2.6858267797442,0.0302744221953062,92199.2453074845,2791.2788785274,454536.723706469,0.961552798565794,2530330.56329175,27.44415699774,55-59
60,Homens,2040,Distrito Federal,0.00972881771037319,2.65320593189858,0.0475582606173482,89407.9664289571,4252.08736869546,437061.058730882,0.942770445974429,2075793.83958528,23.2171015905467,60-64
65,Homens,2040,Distrito Federal,0.0141208593235475,2.64007833864049,0.0683273477591076,85155.8790602616,5818.475362283,412048.24925777,0.915570539428684,1638732.7808544,19.2439183170751,65-69
70,Homens,2040,Distrito Federal,0.0219480214783854,2.6536762763478,0.104365576249897,79337.4036979786,8280.09385511023,377259.237843581,0.866847984928875,1226684.53159663,15.4616167711559,70-74
75,Homens,2040,Distrito Federal,0.036773571818655,2.65006606368558,0.169242674761498,71057.3098428684,12025.9291791635,327026.410120512,0.779709374641246,849425.293753049,11.9540874208637,75-79
80,Homens,2040,Distrito Federal,0.0651524443504614,2.58192324377479,0.28142544140331,59031.3806637048,16612.9323599299,254985.557726236,0.662940377403439,522398.883632538,8.84951152690441,80-84
85,Homens,2040,Distrito Federal,0.104536411246637,2.56367125580014,0.416584265983271,42418.4483037749,17670.8581507774,169040.221871457,0.367869116849149,267413.325906302,6.30417510775623,85-89
90,Homens,2040,Distrito Federal,0.251568661940682,3.97505791176722,1.0,24747.5901529975,24747.5901529975,98373.1040348451,0.0,98373.1040348451,3.97505791176722,90+
0,Ambos,2040,Distrito Federal,0.00851034677197729,0.0709487215742931,0.00844358714033003,100000.0,844.358714033006,99215.5474572777,0.99100546310473,8181166.42344933,81.8116642344933,0
1,Ambos,2040,Distrito Federal,0.000348322400444317,1.57033114669151,0.00139211144660163,99155.641285967,138.03570322931,396287.184095087,0.998773222089788,8081950.87599206,81.5077263499667,1-4
5,Ambos,2040,Distrito Federal,0.000147857897074917,2.36015705143436,0.00073900103728737,99017.6055827377,73.1741132353636,494894.859746847,0.999217479190652,7685663.69189697,77.6191632454184,5-9
10,Ambos,2040,Distrito Federal,0.000184352427691033,2.6463967071893,0.000921362366252309,98944.4314695023,91.1636755062354,494507.594220655,0.998838504897328,7190768.83215012,72.6748208600959,10-14
15,Ambos,2040,Distrito Federal,0.000299106404030038,2.74525467037071,0.00149452409999384,98853.2677939961,147.738591081259,493933.226071734,0.997795063651066,6696261.23792947,67.739401917234,15-19
20,Ambos,2040,Distrito Federal,0.000600079877388769,2.68885591568744,0.00299624398287906,98705.5292029148,295.745847951126,492844.134747622,0.996592103428503,6202328.01185773,62.8366826250152,20-24
