LOCAL,SEXO,IDADE,ANO,Previsao,Lower_95,Upper_95
Goiás,Ambos,65-69,2048,0.0110278615039298,0.0102767652189673,0.0116258057258401
Goiás,Ambos,65-69,2049,0.0108031319383209,0.0100520356533583,0.0114010761602312
Goiás,Ambos,65-69,2050,0.0105829820034273,0.0098318857184647,0.0111809262253376
Goiás,Ambos,65-69,2051,0.0103673183733795,0.0096162220884169,0.0109652625952898
Goiás,Ambos,65-69,2052,0.0101560496241525,0.0094049533391899,0.0107539938460628
Goiás,Ambos,65-69,2053,0.0099490861948084,0.0091979899098458,0.0105470304167187
Goiás,Ambos,65-69,2054,0.0097463403495299,0.0089952440645674,0.0103442845714402
Goiás,Ambos,65-69,2055,0.0095477261404265,0.008796629855464,0.0101456703623369
Goiás,Ambos,65-69,2056,0.0093531593710993,0.0086020630861367,0.0099511035930096
Goiás,Ambos,65-69,2057,0.0091625575609477,0.0084114612759852,0.009760501782858
Goiás,Ambos,65-69,2058,0.0089758399102045,0.008224743625242,0.0095737841321148
Goiás,Ambos,65-69,2059,0.0087929272656823,0.0080418309807197,0.0093908714875926
Goiás,Ambos,65-69,2060,0.0086137420872186,0.0078626458022561,0.0092116863091289
